,name,address,city,state,latitude,longitude,stars,review_count,categories,is_American,is_Dessert,is_Bar,"is_Beer,Wine,Spirits",is_Breakfast,is_Coffee & Tea,is_Asian,is_Italian,"is_Healthy,Specialty Food",is_Latin American,is_Mediterranean,is_Western European,is_Slavic Food,is_African,is_Food Markets/Shops
zeZN6jO3hwoYdmT6U61LqA,Stagecoach Inn Restaurant & Lounge,3132 W Chinden Blvd,Garden City,ID,43.6213663,-116.2366657,4.0,137,"Restaurants, Steakhouses",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o7_5qYZan3jo9jtDUoHRsw,Casanova Pizzeria,2431 W Fairview Ave,Boise,ID,43.6204869,-116.2208998,4.5,30,"Restaurants, Pizza, Salad, Sandwiches",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
rb5GtRPX0B0z8-Dy1EB7BQ,Brown Shuga Soul Food,24th & Fairview Ave,Boise,ID,43.6206325,-116.2197477,3.5,18,"Restaurants, Soul Food, Food Stands",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jRaBuPn1YNfze55LcBCM0g,Roots Zero Waste Market,3308 W Chinden Blvd,Garden City,ID,43.6225101114,-116.2384736538,4.5,25,"Cafes, Food, Grocery, Specialty Food, Vegan, Restaurants, Health Markets",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30oZoOjJN7Q_MqZswPrGOQ,Arid Club,1137 W River St,Boise,ID,43.6119633,-116.2137209,4.5,6,"Nightlife, Restaurants, Arts & Entertainment, Country Clubs",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
n-CIOneE4RybJJQmp5bykg,Big K BBQ,3409 W Chinden Blvd,Garden City,ID,43.6226167,-116.2397643,4.5,13,"Caterers, Event Planning & Services, Barbeque, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
000idd-3sMexavEppbUqHg,Barrigas Mexican Restaurant,3447 W Chinden Blvd,Garden City,ID,43.622878539,-116.2404692173,4.5,46,"Restaurants, Mexican",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
q3nQcgx2KFYiAnTLfIx18w,Mandarin Palace,5020 W Franklin Rd,Boise,ID,43.602896,-116.244377,2.5,33,"Chinese, Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nnZIsmpIQnuQY5S-MoGyvg,Baguette Deli,5204 W Franklin Rd,Boise,ID,43.603511,-116.245104,4.0,207,"Vietnamese, Sandwiches, Specialty Food, Food, Delis, Juice Bars & Smoothies, Ethnic Food, Restaurants",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
deekBOsX4tKZMect5l4pfg,The Shed,1010 La Pointe,Boise,ID,43.6086473424,-116.2127621812,4.0,140,"Restaurants, American (Traditional), Nightlife, Bars, Wraps, Burgers, Comfort Food",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IwqFmo-RJs15WvA8PVHFnA,Madre - Boutique Taqueria,1034 S La Pointe St,Boise,ID,43.6079160867,-116.2129873037,4.5,141,"Mexican, Food, Event Planning & Services, Breakfast & Brunch, Beer, Wine & Spirits, Personal Chefs, Restaurants, Tacos",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
wnx9bXiuYaStr-6z5UdSIQ,Americana Pizza,304 Americana,Boise,ID,43.618515,-116.214537,4.5,50,"Pizza, Vegan, Restaurants",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
o0Q47gv_nlWYSeIZfGhotg,Wepa Cafe,175 E 35th St,Garden City,ID,43.6243464,-116.2379714,4.5,23,"Caribbean, Latin American, Restaurants, Puerto Rican",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PKQ8u65he4JlUpUCS200cQ,Roast Coffee Bar & Roasting Facility,1035 S Lusk St,Boise,ID,43.6077882,-116.2124161,4.0,18,"Restaurants, Coffee & Tea, Food, Coffee Roasteries",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NxL8tLb85O1OOlaGyaQSKA,Carniceria Coalcoman,5234 W Fairview Ave,Boise,ID,43.6198459,-116.2464299,4.5,71,"Food, Home Services, Restaurants, Mexican, Grocery, Meat Shops, Specialty Food",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
-T-hEoNi7KRHtKEUWeckUw,Base Camp Pong + Axe,815 W Ann Morrison Park Dr,Boise,ID,43.6060115,-116.2128542,4.5,53,"Event Planning & Services, Active Life, Cocktail Bars, Axe Throwing, American (Traditional), Bars, Restaurants, Team Building Activities, Nightlife",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6KpBE-zJW4I3VuEjhFj3Tg,A Tavola,1515 W Grove St,Boise,ID,43.619152,-116.2132897,4.0,82,"Cafes, Delis, Restaurants, Desserts, Food, Breakfast & Brunch",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
16y5y2Njl7yc3gcUxVNstg,Torch the-A Gentlemen's Club,1826 W Main St,Boise,ID,43.6220294,-116.2161974,3.0,12,"Adult Entertainment, Nightlife, Restaurants",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XgPaGKEO34UhLtJcaByMxA,Papa's Cup of Joe,1301 S Capitol Blvd,Boise,ID,43.6055005,-116.2121942,4.5,10,"Pizza, Food, Coffee & Tea, Restaurants, Italian",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2SVykxI_KVFiHQYpLfmU3g,Papa Joe's Italian Restaurant and Bar,1301 S Capitol Blvd,Boise,ID,43.6055005,-116.2121942,3.5,144,"Italian, Pizza, Breakfast & Brunch, Restaurants, Sandwiches, Bars, Nightlife",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
AxJ9nqj9ssbpuz7OLvsZgw,Elmer's Restaurant,1385 S Capitol Blvd,Boise,ID,43.6050561,-116.2124705,4.0,222,"American (Traditional), Diners, Breakfast & Brunch, Restaurants",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i9S34Jvd1Ijblm0TrnCVqQ,Cottonwood Grille,913 W River St,Boise,ID,43.6108401187,-116.2100964169,3.0,227,"Nightlife, Restaurants, Bars, Buffets, American (Traditional), Cocktail Bars",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
np5GqYxPjiwGNPSlR-V_iA,Subway,"1265 S Capitol Blvd, Ste 103",Boise,ID,43.606019858,-116.2115015709,2.5,7,"Restaurants, Sandwiches, Fast Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SxN12oF4s2DXL5W2zfqWEg,Caffe Luciano's,3588 N Prospect Way,Garden City,ID,43.6267807764,-116.2354877777,4.0,125,"Restaurants, Nightlife, Breakfast & Brunch, Wine Bars, Bars, Italian, Cafes, Pizza",0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
LeLs-93CZezcvx3O607Dgw,MELT Food Truck,5707 W Emerald St,Boise,ID,43.611402,-116.252516,4.0,13,"Food Trucks, Event Planning & Services, Caterers, Restaurants, Sandwiches, Soup, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A7zJh8HPPfmdTfJE9tHhYQ,Panera Bread,1150 W Myrtle St,Boise,ID,43.6155415,-116.2097715,2.5,15,"Food, Salad, Sandwiches, Soup, Restaurants, Breakfast & Brunch",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9pVTWJaOQx-LnF3KeQBhOw,Triple B Boise's Best Burgers,615 S 9th St,Boise,ID,43.6120886014,-116.2088408035,5.0,11,"Food Trucks, Food, Burgers, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dv1Ua07Jtcrny5OB6IeEKA,Modern Bar and Restaurant,1314 W Grove St,Boise,ID,43.6182464677,-116.2104651454,4.5,16,"Restaurants, American (New), Beer, Wine & Spirits, Food, Hotels & Travel, Breakfast & Brunch, Cocktail Bars, Bars, Tours, Wine Tours, Nightlife, Wine Bars",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
z8of6nZcLMQhdiBnQ7fTkw,Crescent Public House,5500 W Franklin Rd,Boise,ID,43.6034506112,-116.2500510726,3.5,5,"Restaurants, Gastropubs",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
315NxMEwvz085WAQ1R-D3g,Manfred's,"1114 W Front St, Ste B",Boise,ID,43.6165463496,-116.2090845543,4.5,58,"American (New), Comfort Food, Restaurants, Caterers, Event Planning & Services",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uBT7HoYfxfCS4kns6eP9Pg,Doc's Lodge,1108 W Front St,Boise,ID,43.6162789,-116.2088086,4.0,9,"Restaurants, American (Traditional), Cocktail Bars, Nightlife, Bars",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ChbVjsP8S_hPb93Qb2t09A,Matlack’s,217 S 11th St,Boise,ID,43.6162607029,-116.2085473565,5.0,6,"American (Traditional), Desserts, Bars, Food, Beer Bar, Gastropubs, Nightlife, Restaurants",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Pkg4NA3NilK3Z-_uM0AKTg,Txikiteo,175 N 14th St,Boise,ID,43.6198831911,-116.2101332698,4.5,95,"Nightlife, Wine Bars, Beer Bar, Bars, Restaurants, Event Planning & Services, Breakfast & Brunch, Basque, Caterers, Tapas Bars",0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
