,name,address,city,state,latitude,longitude,stars,review_count,categories,is_American,is_Dessert,is_Bar,"is_Beer,Wine,Spirits",is_Breakfast,is_Coffee & Tea,is_Asian,is_Italian,"is_Healthy,Specialty Food",is_Latin American,is_Mediterranean,is_Western European,is_Slavic Food,is_African,is_Food Markets/Shops
bngZLOFrZzC6ULFYRQElFw,IHOP,1602 Church Rd,Cherry Hill,NJ,39.94389,-75.02082,2.5,46,"Breakfast & Brunch, Restaurants, Diners, American (Traditional), American (New), Burgers",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UYDFNziNUAw6F05vXUqGXQ,Tacconelli's Pizzeria,27 W Main St,Maple Shade,NJ,39.955518,-75.003262,4.0,130,"Italian, Food, Pizza, Desserts, Restaurants",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
gYXapnMjACBJbB59LbJ2og,Bread and Bagels,1600 Church Rd,Cherry Hill,NJ,39.944097,-75.021229,3.5,29,"Restaurants, Bagels, Food, Bakeries",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
mhr6ArtuU4duyydvnHJcbw,Ammon Mediterranean Market,853 Cooper Landing Rd,Cherry Hill,NJ,39.939327,-75.0087421,5.0,9,"Specialty Food, Middle Eastern, Mediterranean, Restaurants, International Grocery, Falafel, Food",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
QVmRgzIN3S2hvOja0HmM8Q,Chuck E. Cheese,2100 Rt 38,Cherry Hill,NJ,39.9419625746,-75.0193926355,2.5,18,"Restaurants, Arts & Entertainment, Active Life, Arcades, Pizza, Kids Activities, Indoor Playcentre",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D2nhafgKxsmCbqUR4vjYHw,Four Seasons Chinese Restaurant,827 Cooper Landing Rd,Cherry Hill,NJ,39.9391878,-75.009437,3.5,25,"Chinese, Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SsW2RC6_YHzacokncPr9Cw,Pizza Plaza,845 Cooper Landing Rd,Cherry Hill,NJ,39.9392218,-75.0089974,3.5,23,"Restaurants, Salad, Pizza, Italian",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
woWjkq0PyNa21FAJHUBnVg,Gaetano's of Maple Shade,7 W Main St,Maple Shade,NJ,39.9554758,-75.0024383,2.0,30,"Cheesesteaks, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZPd6tNapV7y2AFh1RO2WBA,Wawa,55 North Forklanding Rd,Maple Shade,NJ,39.9570921,-75.0026515,4.0,8,"Food, Coffee & Tea, Grocery, Sandwiches, Restaurants",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EUu9FqaXxIwhRxLgEJ6WiQ,Red Lobster,"2100 Route 38, ACROSS THE STREET FROM THE CHERRY HILL MALL, NEXT",Cherry Hill,NJ,39.939644,-75.021509,3.0,86,"American (Traditional), American (New), Seafood, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xnuIhNUYIzgPZONsVfEY-Q,Domino's Pizza,911 Church Rd,Cherry Hill,NJ,39.946911928,-75.0271076477,3.5,14,"Pizza, Restaurants, Sandwiches, Chicken Wings",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTidyJ0pcVB6d73FlkBnag,Starbucks,2000 Route 38,Cherry Hill,NJ,39.942495,-75.0255696,4.0,8,"Coffee & Tea, Food, Restaurants",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0Q-E_trgdkgIPlYUf-n5OA,Saladworks,2000 Route 38,Cherry Hill,NJ,39.942495,-75.0255696,2.0,13,"Salad, American (Traditional), American (New), Vegetarian, Sandwiches, Restaurants, Soup",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jYZuJurVhpKe80I05P-V4w,Crab Du Jour Xpress - Pennsauken,7801 Maple Ave,Pennsauken,NJ,39.9531063,-75.0264547,3.0,31,"Cajun/Creole, Restaurants, Seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FTmCkrNcZWIVvZXrj2Fhcw,Fruit Sensations,2000 Route 38,Cherry Hill,NJ,39.943399,-75.026192,4.0,10,"Restaurants, Food, Juice Bars & Smoothies",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Eq3utoa11OyZD3sSgjoV8Q,Thaimax,"2000 Rte 38, Spc FC38",Cherry Hill,NJ,39.9433055985,-75.0262261368,2.5,9,"Restaurants, Thai",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qmxmUc4xzNt3ogaZLH8Eiw,Versi Vino,461 Route 38 W,Maple Shade,NJ,39.9422608,-74.9955305,5.0,60,"Restaurants, American (New), Wine Tasting Classes, Beer, Wine & Spirits, Food, Education, Italian, Bars, Nightlife, Wine Bars, Tasting Classes",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
N9gF1pYdptTrH1thC7dX9g,Wawa,50 Haddonfield Rd,Cherry Hill,NJ,39.9493603464,-75.0280439434,2.5,10,"Restaurants, Automotive, Coffee & Tea, Sandwiches, Convenience Stores, Gas Stations, Food",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
p8ao29A31ijNwDXuAxQxjA,Maggiano's Little Italy,"2000 Route 38, Ste 1180",Cherry Hill,NJ,39.9403458573,-75.0244843243,3.5,326,"Restaurants, Nightlife, Italian, Bars",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1Uj_Ob1C2z5Ykx-WHorjWQ,Bubbakoo's Burritos,56 Haddonfield Rd,Cherry Hill,NJ,39.9480046,-75.0283944,3.0,39,"American (Traditional), Mexican, Tacos, Tex-Mex, Vegetarian, Restaurants, New Mexican Cuisine",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
LR4aKXyxN-a8WTgQ1o9hBA,Bistro at Cherry Hill,"2000 Route 38, Ste 514",Cherry Hill,NJ,39.940895,-75.025427,4.0,135,"American (New), Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3eToMYELUFQN1XIDLPvUQ,Stone Fire Pizza by Midici,2000 NJ-38,Cherry Hill,NJ,39.940887,-75.0257016,4.0,12,"Pizza, Restaurants, Italian",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
t8DH1q5EXe5RpKHTVYGaLw,Fatburger,2000 NJ-38,Cherry Hill,NJ,39.940876,-75.0257016,2.5,39,"Burgers, Restaurants, Fast Food, American (Traditional)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xIshpRKiMtfei4_sLUhAxw,Chicken Now,2000 Rt 38,Cherry Hill,NJ,39.940745,-75.025747,3.5,18,"Chicken Wings, Fast Food, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qtRqU1dxdq8Mcbgcgtbx-Q,Applebee's Grill + Bar,108 Haddonfield Rd,Cherry Hill,NJ,39.946124,-75.028716,2.0,46,"Bars, Nightlife, Steakhouses, American (Traditional), Sports Bars, Burgers, Restaurants",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i1WPpsuD5gyLppyB71vv6A,Bahama Breeze,"2000 Nj-38, Ste 1170",Cherry Hill,NJ,39.9401898723,-75.0257360693,3.5,380,"Nightlife, Latin American, Bars, Laotian, Seafood, Caribbean, Restaurants",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Tn2Ccr4p4Y0qCMD3X2jGFQ,Marco's Restaurant,3800 Haddonfield Rd,Pennsauken Township,NJ,39.9579711407,-75.024710096,3.5,12,"American (Traditional), Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfvk9uEEhdCqj8S2u7dWgQ,Seasons 52,"2000 Rte 38, Ste 1145",Cherry Hill,NJ,39.9403603389,-75.0264621411,4.0,475,"Gluten-Free, Vegetarian, Nightlife, American (New), Wine Bars, Restaurants, Bars, Seafood",1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
LuD8Ci-eTKyYnaLv9frAag,Fortune Cookie,7708 Maple Ave,Merchantville,NJ,39.9522299,-75.0291132,3.5,12,"Chinese, Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WhQh1ATURgi8hvxxJEmKuw,Montesini Pizza & Pasta Gourmet,33 E Rudderow Ave,Maple Shade,NJ,39.9428729,-74.9931795,3.5,24,"Pizza, Restaurants",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_UMblgA_K4QYgoyszy46QQ,Marketplace Cafe,2000 Route 38,Cherry Hill,NJ,39.9406580767,-75.0275227242,4.0,28,"Food, American (New), Cafes, Restaurants, Diners",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
cBiHULO8B4gTEav8eQJhuQ,Silver Diner,2131 Rt 38,Cherry Hill,NJ,39.9381628296,-75.0253017415,4.0,426,"Burgers, Sandwiches, Vegetarian, Diners, Breakfast & Brunch, Restaurants, American (New)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4KH6DlFi25Fx1-hlSF7ViA,The Capital Grille,2000 Route 38,Cherry Hill,NJ,39.941343649,-75.0283223683,4.0,259,"Nightlife, Restaurants, Seafood, Steakhouses, Bars, American (Traditional), Wine Bars",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
n0LxTZ4K4-ZBcTguWVwb6g,Hing Far Chinese Restaurant,7519 Maple Ave,Pennsauken,NJ,39.9526779,-75.030645,4.0,30,"Chinese, Restaurants",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GNaRBFMly03aUhnC_ZGtZA,Palace Of Asia,480 Route 38 E,Maple Shade,NJ,39.9415215,-74.9920909,4.0,109,"Restaurants, Indian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OODq1wgBqzIKeBiQtzltDA,House of Pizza,7447 Maple Ave,Pennsauken,NJ,39.9524705,-75.0317468,4.0,23,"Restaurants, Pizza",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UuW2u4asxKF23xL65L606Q,TGI Fridays,2125 Route 38,Cherry Hill,NJ,39.9378936,-75.0273928031,1.5,135,"American (Traditional), Nightlife, Burgers, Bars, Sports Bars, Restaurants",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aNv0z1KPeABeDTt0fuDYhw,Chick-fil-A,400 Haddonfield Rd,Cherry Hill,NJ,39.9403743654,-75.0301179,4.0,31,"Caterers, Fast Food, Chicken Shop, Event Planning & Services, American (Traditional), Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QMU0VyEWcK2d5Sfdb3Qi7Q,H&H Deli Catering,"3495 Haddonfield Rd, Ste 2",Pennsauken,NJ,39.9612886,-75.0255647,4.5,15,"Salad, Caterers, Sandwiches, Event Planning & Services, Restaurants, Delis",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9JTzW5o1zOTQnb2hKjJGiQ,Carrabba's Italian Grill,500 Rte Nj-38 E,Maple Shade,NJ,39.9417304624,-74.9878613,3.5,105,"Seafood, Italian, Restaurants",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
