business_id,name,address,city,state,latitude,longitude,ranking
854d-ziK_hQFmbNdvF3ZsA,LUCA eats,7329 Cohn St,New Orleans,LA,29.9487467933,-90.1199507258,25
ifC2ha-7HZt4xKUVou6wTw,Grounded Coffee Cafe,1204 Jefferson Hwy,Jefferson,LA,29.9621315,-90.142493,26
OZ75-Oqne48k7DTTpeggGA,Domino's Pizza,3212 S. Carrolton Ave,New Orleans,LA,29.9621802,-90.1143841,27
82_lGisVlstS_ojKZw9qNw,CIBO,"1114 S Carrolton Ave, Ste A",New Orleans,LA,29.947222,-90.130478,28
EJeq9K5-ilBj8bSbCX4cMw,IHOP,3511 S Carrollton Ave,New Orleans,LA,29.9644,-90.1108,29
qoX0BWUTCIEXJAN-5Je_lQ,Waffle House,612 Jefferson Hwy,Jefferson,LA,29.9648902,-90.1370927,30
cpsdgiE7hmOw8UtymGTkCQ,Oak,8118 Oak St,New Orleans,LA,29.9475942,-90.1303617,31
WT8Xrlie27iXnZAzsrf5ig,Panchita's Mexican Criolla,1434 S Carrollton Ave,New Orleans,LA,29.9494438,-90.1277928,32
2mBzfKvAM4kSU6Gm9WS7lg,d4 Tabletop Gaming Cafe,8228 Oak St,New Orleans,LA,29.9484004543,-90.1312233653,33
UxPNpzKEC4FpdidHz8MCcA,McDonald's,3443 S Carrollton,New Orleans,LA,29.963288674,-90.1118321,34
lcTR-NewLIrTTYwyAJJzUg,Subway,"3502 S Carrollton Ave, Ste K",New Orleans,LA,29.9649693497,-90.1121672298,35
TMBbCDQG6bENJoQSST0XiA,Brigtsen's Restaurant,723 Dante St,New Orleans,LA,29.9456059,-90.1346452,36
eSiK2t53rksd2AqQLxiADw,Popeyes Louisiana Kitchen,3100 S Carrollton Ave,New Orleans,LA,29.9615142,-90.1150473,37
wXyHGKmlvQUBGexb2my0JQ,Tru Burger,8115 Oak St,New Orleans,LA,29.9477866,-90.130095,38
V4rJ61k14_u0t-rZzLbXiA,Burger King,2423 S Carrollton Ave,New Orleans,LA,29.9562251,-90.1195715368,39
75-8g8QXc2ogOT3Kh2JuTA,Who Dat,7838 Earhart Blvd,New Orleans,LA,29.9597542,-90.1131839,40
yY3kq6_2m1FyY9MgaiHgoQ,Ye Olde College Inn,3000 S Carrollton Ave,New Orleans,LA,29.9605088,-90.115896,41
DeWn3Uv2DucZZvATXmfKNg,Rally's,3222 South Carrollton Ave,New Orleans,LA,29.9622704,-90.1141545,42
phjKQDkg4l062nUifkqbLQ,Wendy's,3138 S. Carrollton Ave.,New Orleans,LA,29.9618757,-90.1149742,43
asNmnXz9rT7JpJuvuX408w,Subway,"1201 Jefferson Hwy, Ste C",Jefferson,LA,29.9628202,-90.1423646,44
HV7AHORTkLqIfhR-tpRmzg,Asuka Sushi & Hibachi,7912 Earhart Blvd,New Orleans,LA,29.9600836,-90.1134502,45
q1whmG4Jdift2yL5nSJR_Q,Hangout Ramen,1340 S Carrollton Ave,New Orleans,LA,29.948753049,-90.1285501,46
WFGoAG3HF2T1cTVr5HUD2w,Chilango's Bar & Grill,1506 S Carrollton Ave,New Orleans,LA,29.9497631227,-90.1275601611,47
mhj9KWNqKnEAb55-94ZzfA,Live Oak Cafe,8140 Oak St,New Orleans,LA,29.9478968,-90.1306942,48
AZJpX5slpbZUTU9INbwu0g,Nice Guys Bar and Grill,7910 Earhart Blvd,New Orleans,LA,29.960006,-90.113653,49
5rScKeYVjFk8VahsvJv9QA,Mikimoto,3301 S Carrollton Ave,New Orleans,LA,29.9623346259,-90.1132959741,50
